,text,labels
129,even our most cherished wishes can come true when were togethercarry bt21 at all times  bt21  bt21_original_story  animation  shooky  koya  illustration  wallpaper  shootingstar  wish,INFP
130,justement,INFP
131,bravo,INFP
132,on dirait que  choisit,INFP
133,jsuis a cadiz match ce soir,INFP
134,good team right,INFP
135,notoracism,INFP
136,santa is coming to town    family,INFP
137,acepto el reto de  y me sumo al  fruitimpact challenge de  y  os toca,INFP
138,gracias por unirte a  fruitimpact,INFP
139,happy birthday mvp,INFP
140,happy birthday the sweetest cutest and funniest 4 year old in the world   we love you so much bb,INFP
141,el compromiso de nuestros voluntari  es un valor incalculable para cumplir nuestra misión  ceroobesidadinf,INFP
142,acepto el reto de  y me sumo al  fruitimpact challenge de  y  os toca,INFP
143,suuuuper bien  gracias por unirte a  fruitimpact,INFP
144,proud of you     totally deserved,INFP
145,muchas gracias a  por el premio solidario del deporte 2020 fue un placer organizar junto a  la iniciativa solidaria  nuestramejorvictoria a favor de  cruzrojaresponde para ayudar a las personas más afectadas por la pandemia premiosas2020,INFP
146,3 de diciembre siempre en nuestra memoria fernando martín,INFP
147,apostemos por una sociedad más igualitaria e inclusiva pau gasol   se une a sara revuelta  y al c,INFP
148,my heart is so full  thankyou guys for believing in the music i love you    9yearsof5sos,INFP
149,told  of reports of a person who intentionally threw accelerant onto the fire at lamport stadium las,INFP
150,seen by a cmd in the streets of mexico city tonight  cdmx  antifascista,INFP
151,fight evictions new research finds more than 400000 covid19 cases and nearly 11000 deaths resulted from evictions after many states allowed eviction moratoriums to expire over the,INFP
152,during the worst eviction crisis in living memory california gov newsom hired a literal registered lobbyist for the,INFP
153,today i was at one of the harris county eviction courts to watch a docket and they had a little christmas tree in the courtr,INFP
154,portland  help save this family from being forcibly evicted from the home theyve lived in for generations,INFP
155,it is capitalism the worlds 2153 billionaires have more wealth than 46 billion people,INFP
156,good morning stop cops from violently displacing people from their homes actually just stop cops in general abolish,INFP
157,if you laughed as hard as we did help keep the lulz going,INFP
158,my dads a hero im a zero  delaware computer repair store owner tells the truth about hunter bidens laptop in cringe video also kilts,INFP
159,so heres the thing about this thing of ours  the suits are wrong   anon was never a leaderless community  its,INFP
160,loooooool,INFP
161,housing is a human rightstop evictionsf ck ted wheelerf ck kate brownf ck ppb,INFP
162,no comment,INFP
0,georgia your deadline to register to vote is dec 7 so check your voter reg status today  if you turn 18 before jan 5 you can register to vote early voting begins dec 14 amp if you plan to vote by mail request your ballot asap visit for more info,ENFJ
1,thank you for all the love last night  monsters feat  amp  out nowlisten here,ENFJ
2,feels like ive known these guys forever  im so stoked that the  guys asked me to jump on monsters and its sooo dope to also have a song out with,ENFJ
3,monsters ft  amp  is out now this song is taking a journey we could not have imagined eleven wee,ENFJ
4,monsters out tonight with,ENFJ
5,partyyyyy,ENFJ
6,pre save now   ʖ,ENFJ
7,monsters ft  amp   out everywhere midnight et tonightpresave now,ENFJ
8,lets goooooo   celebrating this song by getting another real one to absolutely shred it with us feels v v nice a collab,ENFJ
9,that was cool indeed but best part of the event was awarding courage award to darnella frazier,ENFJ
10,consider it done new  macbook on the way my pleasure to help you bring us into 2021 dancing,ENFJ
11,oprah just made holiday shopping a whole lot easier  here are the six books shes giving as gifts this,ENFJ
12,pjs + apple cider + s christmas special on +  the perfect girls night in with   and of course sadie  stay inside and safe yall   mariahsmagicalchristmas,ENFJ
13,vaccinations in canada could begin next week officials expect to make several hundred thousand doses of the vaccine available by the end of the year,ENFJ
14,asian honeybees have a trick for protecting their hives against giant hornetsanimal feces,ENFJ
15,it may be the smallest true carnivore on earth but the least weasel is not to be underestimated,ENFJ
16,these photographs represent a year dominated by disaster unrest and uncertainty,ENFJ
17,meet three of the 18  astronauts who are about to embark on years of training for the next crewed moon mission,ENFJ
18,eighteen us astronauts have been chosen to train for the  missions which aim to return humans to the lunar surface,ENFJ
19,asian honeybees face continual attacks by giant hornets to repel the wasps bees in vietnam sometimes collect and pile a,ENFJ
20,thanks for watching that was science editor   stay up to date with all our coverage here,ENFJ
21,this year may mark the point when artificial stuffconcrete asphalt plastic and moreoutweighs living things on earth,ENFJ
22,join us live now,ENFJ
23,god listens to the cry of those who invoke him even our reluctant questions those that remain in the depths of our heart the father wishes to give us the holy spirit which inspires every  prayer and transforms everything it is a question of patience of supporting the wait,ENFJ
24,150 years after the proclamation of st joseph as patron of the catholic church i would like to share some personal reflections on this extraordinary figure so close to our own human,ENFJ
25,the uncontaminated beauty of our mother is incomparable but at the same time it attracts us let us entrust ourselves to her and say no to sin and yes to grace once and for all  angelus,ENFJ
26,i want to be close to all doctors and nurses during this time in which the pandemic calls us to be near all men and women who suffer thank you for drawing near to them thanks for your tenderness thanks for your professionalism in taking care of the sick,ENFJ
27,conversion is a grace that we need to forcefully ask god for we are converted to the degree in which we open ourselves up to the beauty the goodness the tenderness of god thus let us leave what is false and fleeting for what is true beautiful and everlasting  gospeloftheday,ENFJ
28,just as before our birth our loved ones awaited us so now love in person awaits us if we are awaited in heaven why should we be caught up with earthly concerns   why should we waste time complaining about the night when the light of day awaits us,ENFJ
29,come lord jesus make our distracted hearts watchful awaken within us the desire to pray and the need to love,ENFJ
30,to help our society to build back better inclusion of the vulnerable must also entail efforts to promote their active participation  idpd,ENFJ
31,inclusion should be the rock on which to build programmes and initiatives of civil institutions meant to ensure that no one especially those in greatest difficulty is left behind  idpd,ENFJ
32,the first step of faith is to tell god that we need him that we need him to be close to us thus if we ask jesus to come close to us we will train ourselves to be watchful,ENFJ
33,its a great feeling of course something im proud of   is hoping to build up a healthy lead after claiming the honour of our alltime top goalscorer in the european cup,ENFJ
34,our possible  final 16 opponents confirmed   lfc   ucl,ENFJ
35,postmatch with jürgen klopp on assessment of the game  breaking yet another club record  clarkson and koumetio  ucl debuts  playing a number of firstteam regulars,ENFJ
36,it was a really proud night for me ill look back on tonight with fond memories  reflects on a special night,ENFJ
37,a special night for billy the kid koumetio becomes the youngest to play for the reds in the european cup 18 years 25 days,ENFJ
38,group stage next up last 16    ucl,ENFJ
39,we finish the group stage with a draw in denmark  fcmliv   ucl,ENFJ
40,var check is over and the goal doesnt stand  eight added minutes to be played 11  fcmliv   ucl,ENFJ
41,90 minamino puts the ball into the back of the net var are going to check this one11  fcmliv   ucl,ENFJ
42,87 jota off sadio on were into the final few minutes now 11  fcmliv   ucl,ENFJ
43,86 fantastic kelleher save   11  fcmliv   ucl,ENFJ
44,77  have the ball in the back of the net but the goal is ruled offside remains level 11  fcmliv   ucl,ENFJ
45,72 another  lfc sub  bobby is introduced origi makes way 11  fcmliv   ucl,ENFJ
46,65 henderson replaces keita in midfield 25 minutes to go here 11  fcmliv   ucl,ENFJ
47,a rare integrated wwii photo indeed thanks for sharing,ENFJ
48,thank you,ENFJ
49,my 92 year old mother remembers 79 yrs ago in email to family dec 7 2020 the pearl harbor attack seems like yesterday fdr via radio calmed the nation sang patriotic songs at school had air raid drills hid under desks our armed forces segregatedmom keepin it real,ENFJ
50,this is what happens when space aliens discover youre eavesdropping on themor instead maybe its what happens when a country regresses in its urge to lead the world in,ENFJ
